cohort,method,horizon,hours,coverage_50,coverage_80,coverage_90,coverage_95,error_ordering
shock,causal_transformer,1.0,4.0,0.57843037895738,0.8454598135746935,0.9168362269014784,0.9510133335412233,0.4267323621486356
shock,causal_transformer,2.0,8.0,0.6083277928796053,0.8624003770313827,0.9254184795872852,0.9536930280052403,0.34231748622359603
shock,causal_transformer,3.0,12.0,0.5634507991527056,0.8287827561061075,0.8988202908707498,0.9332013776426652,0.2416935542770237
shock,causal_transformer,4.0,16.0,0.5117802256465008,0.7896224510397739,0.8724758492541757,0.9145595718397,0.19773425975154738
shock,causal_transformer,5.0,20.0,0.46817478097736004,0.7411289000601059,0.8338670018031801,0.8864761488443255,0.1639847408284675
shock,causal_transformer,6.0,24.0,0.427124676571482,0.6881622235491084,0.7922720585078774,0.8520092569827388,0.136761831823629
shock,causal_transformer,7.0,28.0,0.3944648542738182,0.6411176422565107,0.745807821046616,0.8156257653686015,0.12077177071395928
shock,causal_transformer,8.0,32.0,0.36986528895998877,0.6075983670329478,0.710345038595019,0.7807645572718611,0.11095444536311232
shock,causal_transformer,9.0,36.0,0.3475917408938309,0.5789039607226718,0.6810318060973007,0.7525712677805593,0.09130533497210219
shock,causal_transformer,10.0,40.0,0.32299310824777067,0.5466920108647669,0.6461835688577972,0.7165241055523529,0.08065191775114074
shock,hgb_residual,1.0,4.0,0.5803247760635519,0.819018811441223,0.8912241859159761,0.9284962540830884,0.2805825587291685
shock,hgb_residual,2.0,8.0,0.5275157166541831,0.7981703878878669,0.8787187665687619,0.921774403945364,0.254261040388404
shock,hgb_residual,3.0,12.0,0.4747374302734135,0.7621482891534317,0.8576015001278519,0.9066208294267504,0.1852623330034634
shock,hgb_residual,4.0,16.0,0.4496196450020018,0.7349628884394666,0.8409284563028057,0.8959439066205381,0.159334802045802
shock,hgb_residual,5.0,20.0,0.4316922572537019,0.709163433692148,0.8259439374897547,0.8845636850445331,0.1345640935852161
shock,hgb_residual,6.0,24.0,0.4184491822087972,0.6821326964279443,0.8024539589992156,0.8689894980857715,0.1015581736881103
shock,hgb_residual,7.0,28.0,0.4102865540044085,0.6678177810433504,0.7846558902767573,0.8550330639235856,0.0822696303318713
shock,hgb_residual,8.0,32.0,0.4052739241037476,0.6591880622066035,0.7746977524848548,0.8480894809997115,0.0556342515104161
shock,hgb_residual,9.0,36.0,0.4001717412819467,0.6509867846538977,0.7679455085288467,0.8397420969901612,0.0364456912481575
shock,hgb_residual,10.0,40.0,0.3909134817630836,0.6411666640699251,0.7597027250206441,0.833818924014147,0.0317489252910228
shock,matched_gaussian_ensemble,1.0,4.0,0.579903798928847,0.8551137028057346,0.9249413360566916,0.9568030684555596,0.4166151824818299
shock,matched_gaussian_ensemble,2.0,8.0,0.5949689874855878,0.8710266530890484,0.9360898142615488,0.963828551711369,0.3352203867916338
shock,matched_gaussian_ensemble,3.0,12.0,0.5983085679650728,0.8690797511151519,0.9314240797037626,0.9590684812152552,0.2499422186038181
shock,matched_gaussian_ensemble,4.0,16.0,0.6071102259544806,0.8592532517529181,0.9219066000061596,0.951667710375838,0.2157261009609615
shock,matched_gaussian_ensemble,5.0,20.0,0.6152669253046281,0.8433965357084312,0.9089667231298836,0.9413911808097918,0.1964259362881379
shock,matched_gaussian_ensemble,6.0,24.0,0.6153747087679862,0.8329528291946191,0.8978141500708323,0.93314834978282,0.181785620419639
shock,matched_gaussian_ensemble,7.0,28.0,0.6084741611560127,0.8246754837129562,0.8873010041636052,0.927026696056821,0.1711000620019557
shock,matched_gaussian_ensemble,8.0,32.0,0.5964569510372139,0.8190842096981459,0.8801631218693452,0.9223073090136634,0.1520882003724339
shock,matched_gaussian_ensemble,9.0,36.0,0.5822029457996157,0.8080572859055714,0.8691855388018862,0.9162979565698316,0.1302296317723924
shock,matched_gaussian_ensemble,10.0,40.0,0.5703846813019023,0.7991524235389433,0.862533692722372,0.9127806428493528,0.129898042819244
shock,single_gaussian_grud,1.0,4.0,0.5648629615481564,0.8451141965443494,0.9195154085427175,0.9539159968712564,0.4115210484159712
shock,single_gaussian_grud,2.0,8.0,0.546597319823042,0.832633412723126,0.9131369067155909,0.9489520827898078,0.31722254852219517
shock,single_gaussian_grud,3.0,12.0,0.5187752744078568,0.8006679862235734,0.8844566929630998,0.9281535989494055,0.24643698710471226
shock,single_gaussian_grud,4.0,16.0,0.47953474524941225,0.7595362509282167,0.8511636501760617,0.9007210148275142,0.21557469491527906
shock,single_gaussian_grud,5.0,20.0,0.4465329763400907,0.7209223539697285,0.8179043039542466,0.8719742090596142,0.19664964511465421
shock,single_gaussian_grud,6.0,24.0,0.4241547929862355,0.6953976560945055,0.7951326691096984,0.8495974461342731,0.18222805228413874
shock,single_gaussian_grud,7.0,28.0,0.40365335945791486,0.6752428769695484,0.774328516613601,0.8290023675402075,0.17133655662444602
shock,single_gaussian_grud,8.0,32.0,0.39017684648536183,0.663349155979824,0.7635344820050177,0.8187126834683941,0.1540298989769657
shock,single_gaussian_grud,9.0,36.0,0.38125594302458704,0.6523840018629562,0.7558702528575032,0.8115939919660011,0.12916790930404434
shock,single_gaussian_grud,10.0,40.0,0.37060176890038377,0.6370118774961179,0.7420448820819635,0.7996458044445829,0.12709010776744917
