profile,environment_seed,entrant_id,comparator,paired_episode_count,paired_mean_difference,paired_standard_error,paired_ci_lower,paired_ci_upper,normalized_paired_standard_error,paired_precision_threshold,paired_precision_pass,inferential_unit_for_summary,row_role,bootstrap_replicates,bootstrap_seed
aki,171906,history_softmax_reference,supported_random,16384,0.07172505563392297,0.00462833983192419,0.06265350956335156,0.08079660170449438,0.001601709595576699,0.0035,True,profile_x_environment_seed,environment,,
aki,171906,history_softmax_reference,minimum,16384,-0.05146600082569805,0.005798476523165946,-0.0628310148111033,-0.0401009868402928,0.0020066537514856443,0.0035,True,profile_x_environment_seed,environment,,
aki,171906,history_softmax_reference,maximum,16384,0.17451112610492767,0.00510072619223394,0.16451370276814914,0.1845085494417062,0.001765186305067393,0.0035,True,profile_x_environment_seed,environment,,
aki,171906,history_softmax_reference,severity,16384,-0.15907426241795264,0.004573237761128519,-0.16803780842976454,-0.15011071640614074,0.001582640659687244,0.0035,True,profile_x_environment_seed,environment,,
aki,171907,history_softmax_reference,behavior,16384,-0.0636064472934301,0.005242772884911324,-0.07388228214785629,-0.0533306124390039,0.0018143437911084972,0.0035,True,profile_x_environment_seed,environment,,
aki,171907,history_softmax_reference,supported_random,16384,0.06908246099102541,0.004554871565941656,0.060154912721779766,0.07801000926027106,0.0015762847497641816,0.0035,True,profile_x_environment_seed,environment,,
aki,171907,history_softmax_reference,minimum,16384,-0.07383733536514511,0.005829697058822211,-0.08526354160043664,-0.06241112912985358,0.0020174581075518873,0.0035,True,profile_x_environment_seed,environment,,
aki,171907,history_softmax_reference,maximum,16384,0.18727826961139254,0.0050276189727138645,0.17742413642487337,0.19713240279791172,0.0017398864050463191,0.0035,True,profile_x_environment_seed,environment,,
aki,171907,history_softmax_reference,severity,16384,-0.1511773195957859,0.004622295324478042,-0.16023701843176286,-0.14211762075980894,0.001599617798965255,0.0035,True,profile_x_environment_seed,environment,,
aki,171908,history_softmax_reference,behavior,16384,-0.06114109436644739,0.005282029667950567,-0.0714938725156305,-0.05078831621726428,0.0018279292166322942,0.0035,True,profile_x_environment_seed,environment,,
aki,171908,history_softmax_reference,supported_random,16384,0.058098423445718014,0.004526686448305061,0.0492261180070401,0.06697072888439594,0.001566530847714983,0.0035,True,profile_x_environment_seed,environment,,
aki,171908,history_softmax_reference,minimum,16384,-0.055828460682087314,0.005821775626872077,-0.06723914091075658,-0.04441778045341804,0.0020147167717757797,0.0035,True,profile_x_environment_seed,environment,,
aki,171908,history_softmax_reference,maximum,16384,0.16729628467944738,0.005074354974628517,0.1573505489291755,0.17724202042971926,0.0017560601315754856,0.0035,True,profile_x_environment_seed,environment,,
aki,171908,history_softmax_reference,severity,16384,-0.17608265448279428,0.004677185684638904,-0.18524993842468654,-0.16691537054090202,0.001618613469068797,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171901,history_softmax_reference,behavior,16384,-0.009491223391208546,0.00425002137254174,-0.017821265281390358,-0.0011611815010267364,0.0014707865586819034,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171901,history_softmax_reference,supported_random,16384,0.06843091790812761,0.003721384527118481,0.06113700423497539,0.07572483158127984,0.001287843486513883,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171901,history_softmax_reference,minimum,16384,-0.12029496794877939,0.004740391688008201,-0.12958613565727548,-0.11100380024028332,0.0016404868979376895,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171901,history_softmax_reference,maximum,16384,0.14028394746767686,0.0036604325385391364,0.13310949969214014,0.14745839524321358,0.001266750094817874,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171901,history_softmax_reference,severity,16384,-0.08207031853469814,0.003151741751167322,-0.08824773236698609,-0.07589290470241018,0.0010907096688977731,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171902,history_softmax_reference,behavior,16384,-1.7942542122347622e-05,0.004359232654006298,-0.008562038543974691,0.008526153459729997,0.0015085808356406648,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171902,history_softmax_reference,supported_random,16384,0.07161443381551078,0.003760240674352113,0.06424436209378064,0.07898450553724091,0.001301290265733069,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171902,history_softmax_reference,minimum,16384,-0.07536891248115499,0.00482410780049362,-0.08482416377012249,-0.06591366119218749,0.0016694581717727243,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171902,history_softmax_reference,maximum,16384,0.12034380777283754,0.0036798451486871817,0.11313131128141067,0.12755630426426443,0.0012734681330515503,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171902,history_softmax_reference,severity,16384,-0.08526471927258197,0.0031741871968762932,-0.09148612617845951,-0.07904331236670444,0.0010984772674481392,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171903,history_softmax_reference,behavior,16384,-0.006940919029788135,0.00424749447844659,-0.015266008207543452,0.0013841701479671816,0.0014699120873452717,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171903,history_softmax_reference,supported_random,16384,0.07052494516201724,0.0036629471332560695,0.06334556878083535,0.07770432154319913,0.0012676203097617546,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171903,history_softmax_reference,minimum,16384,-0.08083416106379103,0.004838340317393321,-0.09031730808588194,-0.07135101404170012,0.0016743835574866727,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171903,history_softmax_reference,maximum,16384,0.12762442611250632,0.003696050948822377,0.12038016625281446,0.13486868597219817,0.0012790764043806133,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171903,history_softmax_reference,severity,16384,-0.08291699485564849,0.003136944209569458,-0.08906540550640463,-0.07676858420489235,0.001085588747524463,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171904,history_softmax_reference,behavior,16384,-0.014657203433253553,0.004310603223739772,-0.023105985751783506,-0.006208421114723601,0.001491751858531406,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171904,history_softmax_reference,supported_random,16384,0.06939918709358052,0.003762508859080501,0.06202466972978274,0.0767737044573783,0.0013020752066354075,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171904,history_softmax_reference,minimum,16384,-0.11297382102749837,0.004789253127977355,-0.12236075715833399,-0.10358688489666275,0.0016573961656436763,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171904,history_softmax_reference,maximum,16384,0.1331712197101837,0.003729140072105363,0.12586210516885718,0.1404803342515102,0.0012905274145043762,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171904,history_softmax_reference,severity,16384,-0.06913073557581376,0.003131244924897812,-0.07526797562861347,-0.06299349552301405,0.0010836164206690464,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171905,history_softmax_reference,behavior,16384,0.005808992806749999,0.004317120092957568,-0.002652562575446833,0.014270548188946831,0.0014940071233430483,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171905,history_softmax_reference,supported_random,16384,0.06921136053396754,0.0036825888711951725,0.061993486346425,0.07642923472151007,0.0012744176412614566,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171905,history_softmax_reference,minimum,16384,-0.06572433921609637,0.004908924858100352,-0.07534583193797306,-0.05610284649421968,0.0016988104449356058,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171905,history_softmax_reference,maximum,16384,0.12106316410562205,0.003600874265693024,0.11400545054486373,0.1281208776663804,0.0012461390203121513,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171905,history_softmax_reference,severity,16384,-0.077514391024782,0.0029953789021393263,-0.08338533367297507,-0.07164344837658893,0.0010365978523988258,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171906,history_softmax_reference,behavior,16384,-0.00023880575685264298,0.004311140574101797,-0.008688641282092166,0.00821102976838688,0.001491937817052668,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171906,history_softmax_reference,supported_random,16384,0.06742270398715505,0.003727585808536284,0.060116635802423934,0.07472877217188617,0.0012899895372172595,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171906,history_softmax_reference,minimum,16384,-0.08863739688054834,0.004857282848719615,-0.09815767126403878,-0.07911712249705789,0.0016809389175707708,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171906,history_softmax_reference,maximum,16384,0.1279487648054725,0.00361443619734783,0.12086446985867075,0.13503305975227423,0.0012508323394837962,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171906,history_softmax_reference,severity,16384,-0.07684917649814962,0.0031455297607066376,-0.08301441482913463,-0.07068393816716462,0.0010885599121621334,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171907,history_softmax_reference,behavior,16384,-0.018014193972016306,0.00423210811309926,-0.026309125873690855,-0.009719262070341756,0.0014645873942776017,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171907,history_softmax_reference,supported_random,16384,0.06417570466106795,0.0037941927022855228,0.05673908696458833,0.07161232235754758,0.0013130398975459998,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171907,history_softmax_reference,minimum,16384,-0.11832477047402395,0.004699746723363579,-0.12753627405181656,-0.10911326689623134,0.0016264210703953543,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171907,history_softmax_reference,maximum,16384,0.13332897121243065,0.003824745532469093,0.12583246996879122,0.14082547245607008,0.001323613183660279,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171907,history_softmax_reference,severity,16384,-0.07459704745402444,0.003093393758708835,-0.08066009922109375,-0.06853399568695513,0.0010705174309037578,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171908,history_softmax_reference,behavior,16384,0.0019501606614148494,0.004391642439867302,-0.006657458520725062,0.01055777984355476,0.0015197967503939628,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171908,history_softmax_reference,supported_random,16384,0.07076813136899765,0.0037804011089108717,0.06335854519553234,0.07817771754246296,0.0013082671003338971,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171908,history_softmax_reference,minimum,16384,-0.0828130237097524,0.004948348819350804,-0.09251178739567997,-0.07311426002382482,0.0017124537251016262,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171908,history_softmax_reference,maximum,16384,0.1288164399470847,0.0037119856032254545,0.1215409481647628,0.1360919317294066,0.0012845908414760839,0.0035,True,profile_x_environment_seed,environment,,
heart_failure,171908,history_softmax_reference,severity,16384,-0.07546283140036468,0.0031331512029482435,-0.08160380775814324,-0.06932185504258612,0.0010842761180888756,0.0035,True,profile_x_environment_seed,environment,,
profile_equal,all_40,history_softmax_reference,behavior,not_inferential_unit,0.0015775312914049725,environment_bootstrap,-0.0005706282214204643,0.0036619740544003416,,,,profile_x_environment_seed,profile_equal_environment_bootstrap_summary,10000,215301
profile_equal,all_40,history_softmax_reference,maximum,not_inferential_unit,0.2701359680757501,environment_bootstrap,0.2678630546761975,0.27242350188840236,,,,profile_x_environment_seed,profile_equal_environment_bootstrap_summary,10000,215301
profile_equal,all_40,history_softmax_reference,minimum,not_inferential_unit,-0.08523500469808934,environment_bootstrap,-0.08904480218370919,-0.08149848404686649,,,,profile_x_environment_seed,profile_equal_environment_bootstrap_summary,10000,215301
profile_equal,all_40,history_softmax_reference,severity,not_inferential_unit,-0.1472272161327453,environment_bootstrap,-0.1492443266247388,-0.14542187305705703,,,,profile_x_environment_seed,profile_equal_environment_bootstrap_summary,10000,215301
profile_equal,all_40,history_softmax_reference,supported_random,not_inferential_unit,0.048133922480342,environment_bootstrap,0.04711589956251729,0.049081697831910055,,,,profile_x_environment_seed,profile_equal_environment_bootstrap_summary,10000,215301
