environment,task,response_regime,horizon,estimator,denominator_contract,clipping_contract,support_contract,independent_logged_datasets,mean_spearman_rank_recovery,mean_pairwise_order_recovery,mean_behavior_relative_sign_recovery,false_improvement_probability,rank_and_sign_applicable,null_response_note
aki_rrt_null_response_v1,aki_rrt,null_response,2,PDIS,paper_lstm_h16,none,masked,500,,,,0.2792,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WDR,crossfit_stronger,20,masked,500,,,,0.0016,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WDR,crossfit_stronger,none,masked,500,,,,0.0016,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WDR,exact_behavior,20,masked,500,,,,0.0044,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WDR,exact_behavior,none,masked,500,,,,0.0044,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WDR,misspecified_behavior,20,masked,500,,,,0.018,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WDR,misspecified_behavior,none,masked,500,,,,0.018,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WDR,paper_lstm_h16,20,masked,500,,,,0.0192,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WDR,paper_lstm_h16,none,masked,500,,,,0.0192,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WIS,crossfit_stronger,20,masked,500,,,,0.0048,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WIS,crossfit_stronger,none,masked,500,,,,0.0048,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WIS,exact_behavior,20,masked,500,,,,0.006,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WIS,exact_behavior,none,masked,500,,,,0.006,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WIS,misspecified_behavior,20,masked,500,,,,0.0552,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WIS,misspecified_behavior,none,masked,500,,,,0.0552,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WIS,paper_lstm_h16,20,masked,500,,,,0.046,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WIS,paper_lstm_h16,none,masked,500,,,,0.046,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WPDIS,crossfit_stronger,20,masked,500,,,,0.0012,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WPDIS,crossfit_stronger,none,masked,500,,,,0.0012,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WPDIS,exact_behavior,20,masked,500,,,,0.0044,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WPDIS,exact_behavior,none,masked,500,,,,0.0044,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WPDIS,misspecified_behavior,20,masked,500,,,,0.042,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WPDIS,misspecified_behavior,none,masked,500,,,,0.042,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WPDIS,paper_lstm_h16,20,masked,500,,,,0.0396,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,WPDIS,paper_lstm_h16,none,masked,500,,,,0.0396,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,support_restricted_WPDIS,crossfit_stronger,20,masked,500,,,,0.0012,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,support_restricted_WPDIS,crossfit_stronger,none,masked,500,,,,0.0012,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,support_restricted_WPDIS,exact_behavior,20,masked,500,,,,0.0044,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,support_restricted_WPDIS,exact_behavior,none,masked,500,,,,0.0044,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,support_restricted_WPDIS,misspecified_behavior,20,masked,500,,,,0.042,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,support_restricted_WPDIS,misspecified_behavior,none,masked,500,,,,0.042,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,,,,0.0396,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,2,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,,,,0.0396,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,CWPDIS,crossfit_stronger,20,masked,500,,,,0.0468,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,CWPDIS,crossfit_stronger,none,masked,500,,,,0.046,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,CWPDIS,exact_behavior,20,masked,500,,,,0.0476,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,CWPDIS,exact_behavior,none,masked,500,,,,0.0476,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,CWPDIS,misspecified_behavior,20,masked,500,,,,0.0924,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,CWPDIS,misspecified_behavior,none,masked,500,,,,0.0924,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,CWPDIS,paper_lstm_h16,20,masked,500,,,,0.0808,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,CWPDIS,paper_lstm_h16,none,masked,500,,,,0.0808,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,DR,crossfit_stronger,20,masked,500,,,,0.0,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,DR,crossfit_stronger,none,masked,500,,,,0.0,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,DR,exact_behavior,20,masked,500,,,,0.0008,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,DR,exact_behavior,none,masked,500,,,,0.0008,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,DR,misspecified_behavior,20,masked,500,,,,0.0112,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,DR,misspecified_behavior,none,masked,500,,,,0.0112,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,DR,paper_lstm_h16,20,masked,500,,,,0.0084,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,DR,paper_lstm_h16,none,masked,500,,,,0.0084,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,FQE,crossfit_stronger,20,masked,500,,,,0.3312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,FQE,crossfit_stronger,none,masked,500,,,,0.3312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,FQE,exact_behavior,20,masked,500,,,,0.3312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,FQE,exact_behavior,none,masked,500,,,,0.3312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,FQE,misspecified_behavior,20,masked,500,,,,0.3312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,FQE,misspecified_behavior,none,masked,500,,,,0.3312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,FQE,paper_lstm_h16,20,masked,500,,,,0.3312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,FQE,paper_lstm_h16,none,masked,500,,,,0.3312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,IS,crossfit_stronger,20,masked,500,,,,0.0296,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,IS,crossfit_stronger,none,masked,500,,,,0.0296,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,IS,exact_behavior,20,masked,500,,,,0.0396,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,IS,exact_behavior,none,masked,500,,,,0.0396,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,IS,misspecified_behavior,20,masked,500,,,,0.09,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,IS,misspecified_behavior,none,masked,500,,,,0.09,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,IS,paper_lstm_h16,20,masked,500,,,,0.0784,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,IS,paper_lstm_h16,none,masked,500,,,,0.0784,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,PDIS,crossfit_stronger,20,masked,500,,,,0.0,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,PDIS,crossfit_stronger,none,masked,500,,,,0.0,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,PDIS,exact_behavior,20,masked,500,,,,0.0012,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,PDIS,exact_behavior,none,masked,500,,,,0.0012,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,PDIS,misspecified_behavior,20,masked,500,,,,0.0316,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,PDIS,misspecified_behavior,none,masked,500,,,,0.0316,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,PDIS,paper_lstm_h16,20,masked,500,,,,0.0288,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,PDIS,paper_lstm_h16,none,masked,500,,,,0.0288,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WDR,crossfit_stronger,20,masked,500,,,,0.0032,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WDR,crossfit_stronger,none,masked,500,,,,0.0032,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WDR,exact_behavior,20,masked,500,,,,0.0076,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WDR,exact_behavior,none,masked,500,,,,0.0076,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WDR,misspecified_behavior,20,masked,500,,,,0.0552,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WDR,misspecified_behavior,none,masked,500,,,,0.0552,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WDR,paper_lstm_h16,20,masked,500,,,,0.0444,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WDR,paper_lstm_h16,none,masked,500,,,,0.0444,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WIS,crossfit_stronger,20,masked,500,,,,0.0384,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WIS,crossfit_stronger,none,masked,500,,,,0.0384,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WIS,exact_behavior,20,masked,500,,,,0.0416,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WIS,exact_behavior,none,masked,500,,,,0.0416,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WIS,misspecified_behavior,20,masked,500,,,,0.0896,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WIS,misspecified_behavior,none,masked,500,,,,0.0896,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WIS,paper_lstm_h16,20,masked,500,,,,0.0796,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WIS,paper_lstm_h16,none,masked,500,,,,0.0796,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,crossfit_stronger,20,masked,500,,,,0.0268,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,crossfit_stronger,none,masked,500,,,,0.0268,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,exact_behavior,20,masked,500,,,,0.0312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,exact_behavior,none,masked,500,,,,0.0312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,misspecified_behavior,20,masked,500,,,,0.0852,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,misspecified_behavior,none,masked,500,,,,0.0852,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,paper_lstm_h16,20,masked,500,,,,0.0744,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,paper_lstm_h16,none,masked,500,,,,0.0744,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,crossfit_stronger,20,masked,500,,,,0.0268,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,crossfit_stronger,none,masked,500,,,,0.0268,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,exact_behavior,20,masked,500,,,,0.0312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,exact_behavior,none,masked,500,,,,0.0312,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,misspecified_behavior,20,masked,500,,,,0.0852,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,misspecified_behavior,none,masked,500,,,,0.0852,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,,,,0.0744,False,no_nonzero_true_order_or_behavior_relative_sign
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,,,,0.0744,False,no_nonzero_true_order_or_behavior_relative_sign
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,crossfit_stronger,20,masked,200,0.7591428571,0.857,0.88,0.081,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,crossfit_stronger,none,masked,200,0.7674285714,0.857,0.884,0.081,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,exact_behavior,20,masked,200,0.7571428571,0.8506666667,0.862,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,exact_behavior,none,masked,200,0.7508571429,0.8446666667,0.858,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,misspecified_behavior,20,masked,200,0.758,0.854,0.872,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,misspecified_behavior,none,masked,200,0.7594285714,0.854,0.872,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,paper_lstm_h16,20,masked,200,0.746,0.8443333333,0.843,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,CWPDIS,paper_lstm_h16,none,masked,200,0.746,0.8443333333,0.843,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,crossfit_stronger,20,masked,200,0.6091428571,0.7813333333,0.799,0.184,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,crossfit_stronger,none,masked,200,0.6631428571,0.802,0.811,0.111,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,exact_behavior,20,masked,200,0.6097142857,0.7703333333,0.768,0.164,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,exact_behavior,none,masked,200,0.7068571429,0.815,0.841,0.064,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,misspecified_behavior,20,masked,200,0.6048571429,0.7756666667,0.8,0.171,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,misspecified_behavior,none,masked,200,0.6531428571,0.7943333333,0.81,0.111,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,paper_lstm_h16,20,masked,200,0.5431428571,0.7523333333,0.796,0.199,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,DR,paper_lstm_h16,none,masked,200,0.5431428571,0.7523333333,0.796,0.199,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,crossfit_stronger,20,masked,200,0.5282857143,0.742,0.799,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,crossfit_stronger,none,masked,200,0.5282857143,0.742,0.799,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,exact_behavior,20,masked,200,0.5282857143,0.742,0.799,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,exact_behavior,none,masked,200,0.5282857143,0.742,0.799,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,misspecified_behavior,20,masked,200,0.5282857143,0.742,0.799,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,misspecified_behavior,none,masked,200,0.5282857143,0.742,0.799,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,paper_lstm_h16,20,masked,200,0.5282857143,0.742,0.799,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,FQE,paper_lstm_h16,none,masked,200,0.5282857143,0.742,0.799,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,crossfit_stronger,20,masked,200,0.5951428571,0.776,0.798,0.186,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,crossfit_stronger,none,masked,200,0.66,0.8003333333,0.808,0.11,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,exact_behavior,20,masked,200,0.6,0.7646666667,0.757,0.164,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,exact_behavior,none,masked,200,0.6914285714,0.806,0.828,0.063,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,misspecified_behavior,20,masked,200,0.5911428571,0.7686666667,0.794,0.177,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,misspecified_behavior,none,masked,200,0.6411428571,0.7886666667,0.804,0.116,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,paper_lstm_h16,20,masked,200,0.492,0.7293333333,0.776,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,IS,paper_lstm_h16,none,masked,200,0.492,0.7293333333,0.776,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,crossfit_stronger,20,masked,200,0.5951428571,0.776,0.798,0.186,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,200,0.66,0.8003333333,0.808,0.11,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,exact_behavior,20,masked,200,0.6,0.7646666667,0.757,0.164,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,exact_behavior,none,masked,200,0.6914285714,0.806,0.828,0.063,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,misspecified_behavior,20,masked,200,0.5911428571,0.7686666667,0.794,0.177,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,misspecified_behavior,none,masked,200,0.6411428571,0.7886666667,0.804,0.116,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,paper_lstm_h16,20,masked,200,0.492,0.7293333333,0.776,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,PDIS,paper_lstm_h16,none,masked,200,0.492,0.7293333333,0.776,0.2,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,crossfit_stronger,20,masked,200,0.7605714286,0.857,0.878,0.085,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,crossfit_stronger,none,masked,200,0.7662857143,0.8586666667,0.883,0.085,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,exact_behavior,20,masked,200,0.7634285714,0.8543333333,0.867,0.08,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,exact_behavior,none,masked,200,0.7505714286,0.8453333333,0.863,0.08,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,misspecified_behavior,20,masked,200,0.77,0.8633333333,0.888,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,misspecified_behavior,none,masked,200,0.7705714286,0.862,0.888,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,paper_lstm_h16,20,masked,200,0.7708571429,0.866,0.892,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WDR,paper_lstm_h16,none,masked,200,0.7708571429,0.866,0.892,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,crossfit_stronger,20,masked,200,0.7591428571,0.857,0.88,0.081,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,crossfit_stronger,none,masked,200,0.7674285714,0.857,0.884,0.081,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,exact_behavior,20,masked,200,0.7571428571,0.8506666667,0.862,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,exact_behavior,none,masked,200,0.7508571429,0.8446666667,0.858,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,misspecified_behavior,20,masked,200,0.758,0.854,0.872,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,misspecified_behavior,none,masked,200,0.7594285714,0.854,0.872,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,paper_lstm_h16,20,masked,200,0.746,0.8443333333,0.843,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WIS,paper_lstm_h16,none,masked,200,0.746,0.8443333333,0.843,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,crossfit_stronger,20,masked,200,0.7591428571,0.857,0.88,0.081,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,200,0.7674285714,0.857,0.884,0.081,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,exact_behavior,20,masked,200,0.7571428571,0.8506666667,0.862,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,exact_behavior,none,masked,200,0.7508571429,0.8446666667,0.858,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,misspecified_behavior,20,masked,200,0.758,0.854,0.872,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,misspecified_behavior,none,masked,200,0.7594285714,0.854,0.872,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,paper_lstm_h16,20,masked,200,0.746,0.8443333333,0.843,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,WPDIS,paper_lstm_h16,none,masked,200,0.746,0.8443333333,0.843,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,20,masked,200,0.7591428571,0.857,0.88,0.081,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,200,0.7674285714,0.857,0.884,0.081,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,exact_behavior,20,masked,200,0.7571428571,0.8506666667,0.862,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,exact_behavior,none,masked,200,0.7508571429,0.8446666667,0.858,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,misspecified_behavior,20,masked,200,0.758,0.854,0.872,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,misspecified_behavior,none,masked,200,0.7594285714,0.854,0.872,0.079,True,
respiratory_adaptive_composite_v1,respiratory,adaptive_composite,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,200,0.746,0.8443333333,0.843,0.079,True,
