task,mechanism,world_model,planner,variant,training_seed,exact_return,predicted_value,exploitation_gap,cem_iterations,candidate_sequences,elite_count,minimum_unique_sequences,support_mask_bypass,first_action_only_execution,matched_query_budget,claim_boundary
respiratory,delayed_tradeoff,grud_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3414,0.2868689968563284,1.2174252421450245,0.930556245288696,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H8_categorical_CEM,support_constrained,3414,0.2871123014626713,1.1969205592887249,0.9098082578260532,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3414,0.2916777041514206,1.1970455269367022,0.9053678227852816,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H1_exhaustive,support_constrained,3414,0.291713410544046,1.314836476755881,1.023123066211835,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H1_exhaustive,support_and_uncertainty_penalized,3414,0.291713410544046,1.314836476755881,1.023123066211835,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H4_categorical_CEM,support_constrained,3414,0.2924961820917957,1.2185981506311434,0.9261019685393476,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3414,0.2923463199245604,1.2187787997267558,0.9264324798021956,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H8_categorical_CEM,support_constrained,3414,0.2871123014626713,1.1969205592887249,0.9098082578260532,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3414,0.2895887947814224,1.1965514891194478,0.9069626943380252,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H1_exhaustive,support_constrained,3414,0.291713410544046,1.314836476755881,1.023123066211835,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H1_exhaustive,support_and_uncertainty_penalized,3414,0.291713410544046,1.314836476755881,1.023123066211835,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_constrained,3414,0.2924961820917957,1.2185981506311434,0.9261019685393476,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_and_uncertainty_penalized,3414,0.2923553928740505,1.218735457526756,0.9263800646527054,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_constrained,3414,0.2871123014626713,1.1969205592887249,0.9098082578260532,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_and_uncertainty_penalized,3414,0.2886578223844022,1.1931498035476324,0.9044919811632304,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H1_exhaustive,support_constrained,3414,0.291713410544046,1.314836476755881,1.023123066211835,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H1_exhaustive,support_and_uncertainty_penalized,3414,0.291713410544046,1.314836476755881,1.023123066211835,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H4_categorical_CEM,support_constrained,3414,0.2924961820917957,1.2185981506311434,0.9261019685393476,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H4_categorical_CEM,support_and_uncertainty_penalized,3414,0.2928827142114173,1.2187253676111434,0.925842653399726,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H8_categorical_CEM,support_constrained,3414,0.2871123014626713,1.1969205592887249,0.9098082578260532,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H8_categorical_CEM,support_and_uncertainty_penalized,3414,0.2907392966508991,1.1972328461076516,0.9064935494567524,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H1_exhaustive,support_constrained,3417,0.3126429794585711,0.8017030043056048,0.4890600248470337,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H1_exhaustive,support_and_uncertainty_penalized,3417,0.3126429794585711,0.8017030043056048,0.4890600248470337,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H4_categorical_CEM,support_constrained,3417,0.309314451751344,0.7856883475624836,0.4763738958111396,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3417,0.3113594880407109,0.7856025672146736,0.4742430791739627,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H8_categorical_CEM,support_constrained,3417,0.3107957750774172,0.780319574704369,0.4695237996269518,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3417,0.3090677357249773,0.7798290229851568,0.4707612872601794,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H1_exhaustive,support_constrained,3417,0.3126429794585711,0.8017030043056048,0.4890600248470337,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H1_exhaustive,support_and_uncertainty_penalized,3417,0.3126429794585711,0.8017030043056048,0.4890600248470337,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H4_categorical_CEM,support_constrained,3417,0.309314451751344,0.7856883475624836,0.4763738958111396,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3417,0.31330673782192,0.786063732663093,0.472756994841173,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H8_categorical_CEM,support_constrained,3417,0.3107957750774172,0.780319574704369,0.4695237996269518,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3417,0.3081007576848995,0.7809291965750478,0.4728284388901482,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H1_exhaustive,support_constrained,3417,0.3126429794585711,0.8017030043056048,0.4890600248470337,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H1_exhaustive,support_and_uncertainty_penalized,3417,0.3126429794585711,0.8017030043056048,0.4890600248470337,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_constrained,3417,0.309314451751344,0.7856883475624836,0.4763738958111396,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_and_uncertainty_penalized,3417,0.308239548054912,0.7849694995146481,0.4767299514597361,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_constrained,3417,0.3107957750774172,0.780319574704369,0.4695237996269518,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_and_uncertainty_penalized,3417,0.3087615387391472,0.7762590474993174,0.4674975087601701,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H1_exhaustive,support_constrained,3417,0.3126429794585711,0.8017030043056048,0.4890600248470337,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H1_exhaustive,support_and_uncertainty_penalized,3417,0.3126429794585711,0.8017030043056048,0.4890600248470337,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H4_categorical_CEM,support_constrained,3417,0.309314451751344,0.7856883475624836,0.4763738958111396,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H4_categorical_CEM,support_and_uncertainty_penalized,3417,0.3114857777764069,0.7847676499869836,0.4732818722105766,3,64,8,2,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H8_categorical_CEM,support_constrained,3417,0.3107957750774172,0.780319574704369,0.4695237996269518,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H8_categorical_CEM,support_and_uncertainty_penalized,3417,0.3124544225728798,0.7804434706113392,0.4679890480384594,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H1_exhaustive,support_constrained,3420,0.3176327612365482,0.8303757928919331,0.5127430316553848,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H1_exhaustive,support_and_uncertainty_penalized,3420,0.3176327612365482,0.8303757928919331,0.5127430316553848,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H4_categorical_CEM,support_constrained,3420,0.3172440231866961,0.8023731760515116,0.4851291528648154,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3420,0.3201491297156782,0.8048573148389744,0.4847081851232961,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H8_categorical_CEM,support_constrained,3420,0.3187764045749213,0.7847805895633273,0.466004184988406,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,grud_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3420,0.319926517332602,0.772672242588767,0.4527457252561649,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H1_exhaustive,support_constrained,3420,0.3176327612365482,0.8303757928919331,0.5127430316553848,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H1_exhaustive,support_and_uncertainty_penalized,3420,0.3176327612365482,0.8303757928919331,0.5127430316553848,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H4_categorical_CEM,support_constrained,3420,0.3172440231866961,0.8023731760515116,0.4851291528648154,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3420,0.3167507551057836,0.8056400422703771,0.4888892871645934,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H8_categorical_CEM,support_constrained,3420,0.3187764045749213,0.7847805895633273,0.466004184988406,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,transformer_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3420,0.3174912759937899,0.7780551018535953,0.4605638258598054,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H1_exhaustive,support_constrained,3420,0.3176327612365482,0.8303757928919331,0.5127430316553848,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H1_exhaustive,support_and_uncertainty_penalized,3420,0.3176327612365482,0.8303757928919331,0.5127430316553848,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_constrained,3420,0.3172440231866961,0.8023731760515116,0.4851291528648154,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H4_categorical_CEM,support_and_uncertainty_penalized,3420,0.3174786469024904,0.8023976695953918,0.4849190226929014,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_constrained,3420,0.3187764045749213,0.7847805895633273,0.466004184988406,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,dreamer_v3_categorical_rssm,H8_categorical_CEM,support_and_uncertainty_penalized,3420,0.3194399586504384,0.785637496207138,0.4661975375566995,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H1_exhaustive,support_constrained,3420,0.3176327612365482,0.8303757928919331,0.5127430316553848,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H1_exhaustive,support_and_uncertainty_penalized,3420,0.3176327612365482,0.8303757928919331,0.5127430316553848,1,12,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H4_categorical_CEM,support_constrained,3420,0.3172440231866961,0.8023731760515116,0.4851291528648154,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H4_categorical_CEM,support_and_uncertainty_penalized,3420,0.3172440231866961,0.8023731760515116,0.4851291528648154,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H8_categorical_CEM,support_constrained,3420,0.3187764045749213,0.7847805895633273,0.466004184988406,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
respiratory,delayed_tradeoff,gaussian_recurrent_ensemble,H8_categorical_CEM,support_and_uncertainty_penalized,3420,0.3161602766292066,0.7793597029574673,0.4631994263282606,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,null_response,grud_world_model,H1_exhaustive,support_constrained,3408,0.3395196470527989,1.3463190209338438,1.0067993738810448,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,null_response,grud_world_model,H1_exhaustive,support_and_uncertainty_penalized,3408,0.3395196470527989,1.3463190209338438,1.0067993738810448,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,null_response,grud_world_model,H4_categorical_CEM,support_constrained,3408,0.3395196470527989,1.260416147667107,0.920896500614308,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,null_response,grud_world_model,H4_categorical_CEM,support_and_uncertainty_penalized,3408,0.3395196470527989,1.270113560797787,0.930593913744988,3,64,8,3,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,null_response,grud_world_model,H8_categorical_CEM,support_constrained,3408,0.3395196470527989,1.2302029941258918,0.8906833470730929,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,null_response,grud_world_model,H8_categorical_CEM,support_and_uncertainty_penalized,3408,0.3395196470527989,1.2286481260674005,0.8891284790146013,3,64,8,4,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
shock,null_response,transformer_world_model,H1_exhaustive,support_constrained,3408,0.3395196470527989,1.3463190209338438,1.0067993738810448,1,25,0,0,False,True,True,"Exact finite known-value technical decision-benchmark stress test only. The mechanisms are synthetic and do not model patient treatment benefit. No raw EHR row, causal effect, clinical utility, treatment recommendation, deployment, or autonomous-decision claim is supported."
