environment,task,mechanism,horizon,estimator,denominator_contract,clipping_contract,support_contract,independent_logged_datasets,mean_spearman_rank_recovery,mean_pairwise_order_recovery,mean_behavior_relative_sign_recovery,false_improvement_probability
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WIS,misspecified_behavior,none,masked,500,0.2925159905,0.6041333333,0.7368,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WIS,paper_lstm_h16,20,masked,500,-0.1012992814,0.4361333333,0.4464,0.0004
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WIS,paper_lstm_h16,none,masked,500,-0.1012992814,0.4361333333,0.4464,0.0004
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WPDIS,crossfit_stronger,20,masked,500,0.5621089145,0.7178666667,0.8568,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WPDIS,crossfit_stronger,none,masked,500,0.5122219458,0.7008,0.8188,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WPDIS,exact_behavior,20,masked,500,0.5165952499,0.7017333333,0.8376,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WPDIS,exact_behavior,none,masked,500,0.509168347,0.6994666667,0.8204,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WPDIS,misspecified_behavior,20,masked,500,0.2959929361,0.6081333333,0.7392,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WPDIS,misspecified_behavior,none,masked,500,0.2959929361,0.6081333333,0.7392,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WPDIS,paper_lstm_h16,20,masked,500,-0.09986945555,0.4389333333,0.4492,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,WPDIS,paper_lstm_h16,none,masked,500,-0.09986945555,0.4389333333,0.4492,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,support_restricted_WPDIS,crossfit_stronger,20,masked,500,0.5621089145,0.7178666667,0.8568,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,support_restricted_WPDIS,crossfit_stronger,none,masked,500,0.5122219458,0.7008,0.8188,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,support_restricted_WPDIS,exact_behavior,20,masked,500,0.5165952499,0.7017333333,0.8376,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,support_restricted_WPDIS,exact_behavior,none,masked,500,0.509168347,0.6994666667,0.8204,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,support_restricted_WPDIS,misspecified_behavior,20,masked,500,0.2959929361,0.6081333333,0.7392,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,support_restricted_WPDIS,misspecified_behavior,none,masked,500,0.2959929361,0.6081333333,0.7392,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,-0.09986945555,0.4389333333,0.4492,0.0
kdd107_aki_rrt_heterogeneous_response,aki_rrt,heterogeneous_response,3,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,-0.09986945555,0.4389333333,0.4492,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,CWPDIS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,CWPDIS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,CWPDIS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,CWPDIS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,CWPDIS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,CWPDIS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,CWPDIS,paper_lstm_h16,20,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,CWPDIS,paper_lstm_h16,none,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,DR,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,DR,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,DR,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,DR,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,DR,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,DR,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,DR,paper_lstm_h16,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,DR,paper_lstm_h16,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,FQE,crossfit_stronger,20,masked,500,,,,0.222
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,FQE,crossfit_stronger,none,masked,500,,,,0.222
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,FQE,exact_behavior,20,masked,500,,,,0.222
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,FQE,exact_behavior,none,masked,500,,,,0.222
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,FQE,misspecified_behavior,20,masked,500,,,,0.222
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,FQE,misspecified_behavior,none,masked,500,,,,0.222
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,FQE,paper_lstm_h16,20,masked,500,,,,0.222
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,FQE,paper_lstm_h16,none,masked,500,,,,0.222
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,IS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,IS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,IS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,IS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,IS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,IS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,IS,paper_lstm_h16,20,masked,500,,,,0.0028
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,IS,paper_lstm_h16,none,masked,500,,,,0.0028
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,PDIS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,PDIS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,PDIS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,PDIS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,PDIS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,PDIS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,PDIS,paper_lstm_h16,20,masked,500,,,,0.0028
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,PDIS,paper_lstm_h16,none,masked,500,,,,0.0028
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WDR,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WDR,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WDR,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WDR,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WDR,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WDR,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WDR,paper_lstm_h16,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WDR,paper_lstm_h16,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WIS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WIS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WIS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WIS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WIS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WIS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WIS,paper_lstm_h16,20,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WIS,paper_lstm_h16,none,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WPDIS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WPDIS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WPDIS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WPDIS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WPDIS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WPDIS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WPDIS,paper_lstm_h16,20,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,WPDIS,paper_lstm_h16,none,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,support_restricted_WPDIS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,support_restricted_WPDIS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,support_restricted_WPDIS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,support_restricted_WPDIS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,support_restricted_WPDIS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,support_restricted_WPDIS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,CWPDIS,crossfit_stronger,20,masked,500,,,,0.0004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,CWPDIS,crossfit_stronger,none,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,CWPDIS,exact_behavior,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,CWPDIS,exact_behavior,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,CWPDIS,misspecified_behavior,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,CWPDIS,misspecified_behavior,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,CWPDIS,paper_lstm_h16,20,masked,500,,,,0.0132
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,CWPDIS,paper_lstm_h16,none,masked,500,,,,0.0132
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,DR,crossfit_stronger,20,masked,500,,,,0.0016
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,DR,crossfit_stronger,none,masked,500,,,,0.0016
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,DR,exact_behavior,20,masked,500,,,,0.002
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,DR,exact_behavior,none,masked,500,,,,0.002
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,DR,misspecified_behavior,20,masked,500,,,,0.0004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,DR,misspecified_behavior,none,masked,500,,,,0.0004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,DR,paper_lstm_h16,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,DR,paper_lstm_h16,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,FQE,crossfit_stronger,20,masked,500,,,,0.244
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,FQE,crossfit_stronger,none,masked,500,,,,0.244
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,FQE,exact_behavior,20,masked,500,,,,0.244
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,FQE,exact_behavior,none,masked,500,,,,0.244
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,FQE,misspecified_behavior,20,masked,500,,,,0.244
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,FQE,misspecified_behavior,none,masked,500,,,,0.244
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,FQE,paper_lstm_h16,20,masked,500,,,,0.244
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,FQE,paper_lstm_h16,none,masked,500,,,,0.244
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,IS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,IS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,IS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,IS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,IS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,IS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,IS,paper_lstm_h16,20,masked,500,,,,0.004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,IS,paper_lstm_h16,none,masked,500,,,,0.004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,PDIS,crossfit_stronger,20,masked,500,,,,0.0024
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,PDIS,crossfit_stronger,none,masked,500,,,,0.0024
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,PDIS,exact_behavior,20,masked,500,,,,0.002
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,PDIS,exact_behavior,none,masked,500,,,,0.002
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,PDIS,misspecified_behavior,20,masked,500,,,,0.0016
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,PDIS,misspecified_behavior,none,masked,500,,,,0.0016
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,PDIS,paper_lstm_h16,20,masked,500,,,,0.0348
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,PDIS,paper_lstm_h16,none,masked,500,,,,0.0348
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WDR,crossfit_stronger,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WDR,crossfit_stronger,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WDR,exact_behavior,20,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WDR,exact_behavior,none,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WDR,misspecified_behavior,20,masked,500,,,,0.0004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WDR,misspecified_behavior,none,masked,500,,,,0.0004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WDR,paper_lstm_h16,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WDR,paper_lstm_h16,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WIS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WIS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WIS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WIS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WIS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WIS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WIS,paper_lstm_h16,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WIS,paper_lstm_h16,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WPDIS,crossfit_stronger,20,masked,500,,,,0.0004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WPDIS,crossfit_stronger,none,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WPDIS,exact_behavior,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WPDIS,exact_behavior,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WPDIS,misspecified_behavior,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WPDIS,misspecified_behavior,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WPDIS,paper_lstm_h16,20,masked,500,,,,0.0132
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,WPDIS,paper_lstm_h16,none,masked,500,,,,0.0132
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,support_restricted_WPDIS,crossfit_stronger,20,masked,500,,,,0.0004
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,support_restricted_WPDIS,crossfit_stronger,none,masked,500,,,,0.0012
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,support_restricted_WPDIS,exact_behavior,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,support_restricted_WPDIS,exact_behavior,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,support_restricted_WPDIS,misspecified_behavior,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,support_restricted_WPDIS,misspecified_behavior,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,,,,0.0132
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,2,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,,,,0.0132
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,CWPDIS,crossfit_stronger,20,masked,500,,,,0.0016
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,CWPDIS,crossfit_stronger,none,masked,500,,,,0.0016
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,CWPDIS,exact_behavior,20,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,CWPDIS,exact_behavior,none,masked,500,,,,0.0008
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,CWPDIS,misspecified_behavior,20,masked,500,,,,0.0072
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,CWPDIS,misspecified_behavior,none,masked,500,,,,0.0072
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,CWPDIS,paper_lstm_h16,20,masked,500,,,,0.0384
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,CWPDIS,paper_lstm_h16,none,masked,500,,,,0.0384
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,DR,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,DR,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,DR,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,DR,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,DR,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,DR,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,DR,paper_lstm_h16,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,DR,paper_lstm_h16,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,FQE,crossfit_stronger,20,masked,500,,,,0.0064
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,FQE,crossfit_stronger,none,masked,500,,,,0.0064
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,FQE,exact_behavior,20,masked,500,,,,0.0064
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,FQE,exact_behavior,none,masked,500,,,,0.0064
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,FQE,misspecified_behavior,20,masked,500,,,,0.0064
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,FQE,misspecified_behavior,none,masked,500,,,,0.0064
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,FQE,paper_lstm_h16,20,masked,500,,,,0.0064
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,FQE,paper_lstm_h16,none,masked,500,,,,0.0064
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,IS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,IS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,IS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,IS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,IS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,IS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,IS,paper_lstm_h16,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,IS,paper_lstm_h16,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,PDIS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,PDIS,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,PDIS,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,PDIS,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,PDIS,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,PDIS,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,PDIS,paper_lstm_h16,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,PDIS,paper_lstm_h16,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WDR,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WDR,crossfit_stronger,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WDR,exact_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WDR,exact_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WDR,misspecified_behavior,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WDR,misspecified_behavior,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WDR,paper_lstm_h16,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WDR,paper_lstm_h16,none,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WIS,crossfit_stronger,20,masked,500,,,,0.0
kdd107_aki_rrt_interior_optimum,aki_rrt,interior_optimum,3,WIS,crossfit_stronger,none,masked,500,,,,0.0
