environment,task,mechanism,horizon,estimator,denominator_contract,clipping_contract,support_contract,target_policy,independent_logged_datasets,intervals_containing_exact_true_value,repeated_dataset_empirical_coverage,binomial_ci_low,binomial_ci_high,binomial_ci_method,true_value_invariant
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,WPDIS,paper_lstm_h16,none,masked,severity_rule,200,178,0.89,0.83907309,0.9262275554,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,20,masked,empirical_behavior,200,197,0.985,0.9568342712,0.9948857622,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,20,masked,exact_dynamic_programming_oracle,200,170,0.85,0.7939442072,0.8928640644,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,20,masked,maximum_supported_action,200,191,0.955,0.916703296,0.976147457,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,20,masked,minimum_supported_action,200,200,1.0,0.9811546736,1.0,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,20,masked,random_supported,200,198,0.99,0.9642782383,0.9972533419,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,20,masked,severity_rule,200,193,0.965,0.9295293885,0.982944458,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,none,masked,empirical_behavior,200,197,0.985,0.9568342712,0.9948857622,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,182,0.91,0.8622342812,0.9423125511,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,193,0.965,0.9295293885,0.982944458,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,200,1.0,0.9811546736,1.0,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,none,masked,random_supported,200,198,0.99,0.9642782383,0.9972533419,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,crossfit_stronger,none,masked,severity_rule,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,20,masked,empirical_behavior,200,185,0.925,0.8799563898,0.9540250828,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,20,masked,exact_dynamic_programming_oracle,200,154,0.77,0.7069169563,0.8229065674,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,20,masked,maximum_supported_action,200,180,0.9,0.8505941876,0.9343295513,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,20,masked,minimum_supported_action,200,200,1.0,0.9811546736,1.0,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,20,masked,random_supported,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,20,masked,severity_rule,200,187,0.935,0.8919809207,0.9616236454,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,none,masked,empirical_behavior,200,185,0.925,0.8799563898,0.9540250828,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,none,masked,exact_dynamic_programming_oracle,200,157,0.785,0.7229769265,0.8362812375,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,none,masked,maximum_supported_action,200,180,0.9,0.8505941876,0.9343295513,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,none,masked,minimum_supported_action,200,200,1.0,0.9811546736,1.0,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,none,masked,random_supported,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,exact_behavior,none,masked,severity_rule,200,187,0.935,0.8919809207,0.9616236454,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,20,masked,empirical_behavior,200,178,0.89,0.83907309,0.9262275554,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,20,masked,exact_dynamic_programming_oracle,200,149,0.745,0.6803707418,0.8003950483,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,20,masked,maximum_supported_action,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,20,masked,minimum_supported_action,200,200,1.0,0.9811546736,1.0,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,20,masked,random_supported,200,171,0.855,0.7995133247,0.8971064936,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,20,masked,severity_rule,200,181,0.905,0.8563983884,0.9383368973,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,none,masked,empirical_behavior,200,178,0.89,0.83907309,0.9262275554,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,none,masked,exact_dynamic_programming_oracle,200,149,0.745,0.6803707418,0.8003950483,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,none,masked,maximum_supported_action,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,none,masked,minimum_supported_action,200,200,1.0,0.9811546736,1.0,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,none,masked,random_supported,200,171,0.855,0.7995133247,0.8971064936,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,misspecified_behavior,none,masked,severity_rule,200,181,0.905,0.8563983884,0.9383368973,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,empirical_behavior,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,exact_dynamic_programming_oracle,200,158,0.79,0.7283538314,0.8407158793,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,maximum_supported_action,200,191,0.955,0.916703296,0.976147457,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,minimum_supported_action,200,200,1.0,0.9811546736,1.0,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,random_supported,200,174,0.87,0.8163364813,0.9097179772,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,severity_rule,200,178,0.89,0.83907309,0.9262275554,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,empirical_behavior,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,exact_dynamic_programming_oracle,200,158,0.79,0.7283538314,0.8407158793,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,maximum_supported_action,200,191,0.955,0.916703296,0.976147457,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,minimum_supported_action,200,200,1.0,0.9811546736,1.0,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,random_supported,200,174,0.87,0.8163364813,0.9097179772,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,severity_rule,200,178,0.89,0.83907309,0.9262275554,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,20,masked,empirical_behavior,200,192,0.96,0.9230679318,0.9795943679,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,20,masked,exact_dynamic_programming_oracle,200,86,0.43,0.3633432233,0.4992951224,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,20,masked,maximum_supported_action,200,154,0.77,0.7069169563,0.8229065674,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,20,masked,minimum_supported_action,200,9,0.045,0.023852543,0.083296704,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,20,masked,random_supported,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,20,masked,severity_rule,200,53,0.265,0.2086815415,0.3301757619,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,none,masked,empirical_behavior,200,192,0.96,0.9230679318,0.9795943679,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,94,0.47,0.4020475487,0.5390831708,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,none,masked,maximum_supported_action,200,170,0.85,0.7939442072,0.8928640644,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,none,masked,minimum_supported_action,200,9,0.045,0.023852543,0.083296704,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,none,masked,random_supported,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,crossfit_stronger,none,masked,severity_rule,200,53,0.265,0.2086815415,0.3301757619,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,20,masked,empirical_behavior,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,20,masked,exact_dynamic_programming_oracle,200,80,0.4,0.3346057857,0.4691632796,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,20,masked,maximum_supported_action,200,147,0.735,0.6698242381,0.7913184585,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,20,masked,minimum_supported_action,200,9,0.045,0.023852543,0.083296704,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,20,masked,random_supported,200,195,0.975,0.9428216596,0.9892752803,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,20,masked,severity_rule,200,54,0.27,0.2132344981,0.335434352,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,none,masked,empirical_behavior,200,186,0.93,0.8859451911,0.9578478282,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,none,masked,exact_dynamic_programming_oracle,200,90,0.45,0.382640684,0.5192438486,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,none,masked,maximum_supported_action,200,162,0.81,0.7499876129,0.8583282847,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,none,masked,minimum_supported_action,200,9,0.045,0.023852543,0.083296704,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,none,masked,random_supported,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,exact_behavior,none,masked,severity_rule,200,54,0.27,0.2132344981,0.335434352,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,20,masked,empirical_behavior,200,180,0.9,0.8505941876,0.9343295513,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,20,masked,exact_dynamic_programming_oracle,200,78,0.39,0.3250834314,0.4590625404,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,20,masked,maximum_supported_action,200,155,0.775,0.7122587676,0.8273763028,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,20,masked,minimum_supported_action,200,9,0.045,0.023852543,0.083296704,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,20,masked,random_supported,200,178,0.89,0.83907309,0.9262275554,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,20,masked,severity_rule,200,52,0.26,0.2041383006,0.324907456,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,none,masked,empirical_behavior,200,180,0.9,0.8505941876,0.9343295513,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,none,masked,exact_dynamic_programming_oracle,200,78,0.39,0.3250834314,0.4590625404,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,none,masked,maximum_supported_action,200,155,0.775,0.7122587676,0.8273763028,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,none,masked,minimum_supported_action,200,9,0.045,0.023852543,0.083296704,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,none,masked,random_supported,200,178,0.89,0.83907309,0.9262275554,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,misspecified_behavior,none,masked,severity_rule,200,52,0.26,0.2041383006,0.324907456,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,20,masked,empirical_behavior,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,20,masked,exact_dynamic_programming_oracle,200,88,0.44,0.3729781925,0.5092832467,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,20,masked,maximum_supported_action,200,157,0.785,0.7229769265,0.8362812375,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,20,masked,minimum_supported_action,200,9,0.045,0.023852543,0.083296704,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,20,masked,random_supported,200,192,0.96,0.9230679318,0.9795943679,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,20,masked,severity_rule,200,55,0.275,0.2177970033,0.3406833936,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,none,masked,empirical_behavior,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,none,masked,exact_dynamic_programming_oracle,200,88,0.44,0.3729781925,0.5092832467,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,none,masked,maximum_supported_action,200,157,0.785,0.7229769265,0.8362812375,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,none,masked,minimum_supported_action,200,9,0.045,0.023852543,0.083296704,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,none,masked,random_supported,200,192,0.96,0.9230679318,0.9795943679,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,CWPDIS,paper_lstm_h16,none,masked,severity_rule,200,55,0.275,0.2177970033,0.3406833936,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,20,masked,empirical_behavior,200,191,0.955,0.916703296,0.976147457,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,20,masked,exact_dynamic_programming_oracle,200,81,0.405,0.3393777128,0.4742028992,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,20,masked,maximum_supported_action,200,120,0.6,0.5308367204,0.6653942143,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,20,masked,minimum_supported_action,200,69,0.345,0.2825979438,0.4132441074,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,20,masked,random_supported,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,20,masked,severity_rule,200,142,0.71,0.643625219,0.7684597439,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,none,masked,empirical_behavior,200,191,0.955,0.916703296,0.976147457,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,none,masked,exact_dynamic_programming_oracle,200,110,0.55,0.4807561514,0.617359316,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,none,masked,maximum_supported_action,200,152,0.76,0.6962665902,0.8139338401,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,none,masked,minimum_supported_action,200,91,0.455,0.3874821931,0.5242138863,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,none,masked,random_supported,200,194,0.97,0.9361057075,0.9861796857,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,crossfit_stronger,none,masked,severity_rule,200,159,0.795,0.7337430195,0.845138238,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,20,masked,empirical_behavior,200,174,0.87,0.8163364813,0.9097179772,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,20,masked,exact_dynamic_programming_oracle,200,58,0.29,0.2315402561,0.356374781,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,20,masked,maximum_supported_action,200,97,0.485,0.4166738517,0.5538915081,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,20,masked,minimum_supported_action,200,55,0.275,0.2177970033,0.3406833936,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,20,masked,random_supported,200,175,0.875,0.82198575,0.9138802552,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,20,masked,severity_rule,200,106,0.53,0.4609168292,0.5979524513,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,none,masked,empirical_behavior,200,174,0.87,0.8163364813,0.9097179772,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,none,masked,exact_dynamic_programming_oracle,200,83,0.415,0.3489428545,0.484260851,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,none,masked,maximum_supported_action,200,125,0.625,0.556143037,0.6891456314,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,none,masked,minimum_supported_action,200,65,0.325,0.2639157154,0.3926801488,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,none,masked,random_supported,200,175,0.875,0.82198575,0.9138802552,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,exact_behavior,none,masked,severity_rule,200,106,0.53,0.4609168292,0.5979524513,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,20,masked,empirical_behavior,200,176,0.88,0.827657479,0.9180200729,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,20,masked,exact_dynamic_programming_oracle,200,55,0.275,0.2177970033,0.3406833936,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,20,masked,maximum_supported_action,200,100,0.5,0.4313608596,0.5686391404,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,20,masked,minimum_supported_action,200,40,0.2,0.1504520093,0.2608551866,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,20,masked,random_supported,200,82,0.41,0.3441567491,0.4792354097,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,20,masked,severity_rule,200,77,0.385,0.3203330973,0.4540013278,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,none,masked,empirical_behavior,200,176,0.88,0.827657479,0.9180200729,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,none,masked,exact_dynamic_programming_oracle,200,60,0.3,0.2407474468,0.3667906837,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,none,masked,maximum_supported_action,200,102,0.51,0.4411858768,0.5784372167,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,none,masked,minimum_supported_action,200,40,0.2,0.1504520093,0.2608551866,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,none,masked,random_supported,200,82,0.41,0.3441567491,0.4792354097,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,misspecified_behavior,none,masked,severity_rule,200,77,0.385,0.3203330973,0.4540013278,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,paper_lstm_h16,20,masked,empirical_behavior,200,198,0.99,0.9642782383,0.9972533419,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,paper_lstm_h16,20,masked,exact_dynamic_programming_oracle,200,86,0.43,0.3633432233,0.4992951224,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,paper_lstm_h16,20,masked,maximum_supported_action,200,114,0.57,0.5007048776,0.6366567767,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,paper_lstm_h16,20,masked,minimum_supported_action,200,56,0.28,0.2223688977,0.3459230459,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,paper_lstm_h16,20,masked,random_supported,200,122,0.61,0.5409374596,0.6749165686,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,paper_lstm_h16,20,masked,severity_rule,200,112,0.56,0.4907167533,0.6270218075,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,paper_lstm_h16,none,masked,empirical_behavior,200,198,0.99,0.9642782383,0.9972533419,wilson_95,True
kdd107_heart_failure_delayed_tradeoff,heart_failure,delayed_tradeoff,4,DR,paper_lstm_h16,none,masked,exact_dynamic_programming_oracle,200,86,0.43,0.3633432233,0.4992951224,wilson_95,True
